"","price","price_0","price_01","price_mill","price_sd","area","bedrooms","bathrooms","basement"
"58",7245000,2478270.75229358,0.544736842105263,7.245,1.32496699254445,9000,4,2,0
"59",7210000,2443270.75229358,0.542105263157895,7.21,1.30625481402395,7680,4,2,0
"60",7210000,2443270.75229358,0.542105263157895,7.21,1.30625481402395,6000,3,2,0
"61",7140000,2373270.75229358,0.536842105263158,7.14,1.26883045698295,6000,3,2,0
"62",7070000,2303270.75229358,0.531578947368421,7.07,1.23140609994194,8880,2,1,0
"63",7070000,2303270.75229358,0.531578947368421,7.07,1.23140609994194,6240,4,2,0
"64",7035000,2268270.75229358,0.528947368421053,7.035,1.21269392142144,6360,4,2,0
"65",7e+06,2233270.75229358,0.526315789473684,7,1.19398174290094,11175,3,1,1
"66",6930000,2163270.75229358,0.521052631578947,6.93,1.15655738585994,8880,3,2,1
"67",6930000,2163270.75229358,0.521052631578947,6.93,1.15655738585994,13200,2,1,1
"68",6895000,2128270.75229358,0.518421052631579,6.895,1.13784520733943,7700,3,2,0
"69",6860000,2093270.75229358,0.515789473684211,6.86,1.11913302881893,6000,3,1,0
"70",6790000,2023270.75229358,0.510526315789474,6.79,1.08170867177793,12090,4,2,0
"71",6790000,2023270.75229358,0.510526315789474,6.79,1.08170867177793,4000,3,2,1
"72",6755000,1988270.75229358,0.507894736842105,6.755,1.06299649325743,6000,4,2,0
"73",6720000,1953270.75229358,0.505263157894737,6.72,1.04428431473693,5020,3,1,0
"74",6685000,1918270.75229358,0.502631578947368,6.685,1.02557213621642,6600,2,2,1
"75",6650000,1883270.75229358,0.5,6.65,1.00685995769592,4040,3,1,1
"76",6650000,1883270.75229358,0.5,6.65,1.00685995769592,4260,4,2,0
"77",6650000,1883270.75229358,0.5,6.65,1.00685995769592,6420,3,2,0
"78",6650000,1883270.75229358,0.5,6.65,1.00685995769592,6500,3,2,0
"79",6650000,1883270.75229358,0.5,6.65,1.00685995769592,5700,3,1,1
"80",6650000,1883270.75229358,0.5,6.65,1.00685995769592,6000,3,2,0
"81",6629000,1862270.75229358,0.498421052631579,6.629,0.995632650583621,6000,3,1,0
"82",6615000,1848270.75229358,0.497368421052632,6.615,0.98814777917542,4000,3,2,1
"83",6615000,1848270.75229358,0.497368421052632,6.615,0.98814777917542,10500,3,2,1
"84",6580000,1813270.75229358,0.494736842105263,6.58,0.969435600654918,6000,3,2,0
"85",6510000,1743270.75229358,0.489473684210526,6.51,0.932011243613915,3760,3,1,0
"86",6510000,1743270.75229358,0.489473684210526,6.51,0.932011243613915,8250,3,2,0
"87",6510000,1743270.75229358,0.489473684210526,6.51,0.932011243613915,6670,3,1,1
"88",6475000,1708270.75229358,0.486842105263158,6.475,0.913299065093413,3960,3,1,1
"89",6475000,1708270.75229358,0.486842105263158,6.475,0.913299065093413,7410,3,1,1
"90",6440000,1673270.75229358,0.484210526315789,6.44,0.894586886572911,8580,5,3,0
"91",6440000,1673270.75229358,0.484210526315789,6.44,0.894586886572911,5000,3,1,0
"92",6419000,1652270.75229358,0.482631578947368,6.419,0.88335957946061,6750,2,1,1
"93",6405000,1638270.75229358,0.481578947368421,6.405,0.875874708052409,4800,3,2,0
"94",6300000,1533270.75229358,0.473684210526316,6.3,0.819738172490903,7200,3,2,1
"95",6300000,1533270.75229358,0.473684210526316,6.3,0.819738172490903,6000,4,2,0
"96",6300000,1533270.75229358,0.473684210526316,6.3,0.819738172490903,4100,3,2,0
"97",6300000,1533270.75229358,0.473684210526316,6.3,0.819738172490903,9000,3,1,1
"98",6300000,1533270.75229358,0.473684210526316,6.3,0.819738172490903,6400,3,1,1
"99",6293000,1526270.75229358,0.473157894736842,6.293,0.815995736786803,6600,3,2,0
"100",6265000,1498270.75229358,0.471052631578947,6.265,0.801025993970402,6000,4,1,1
"101",6230000,1463270.75229358,0.468421052631579,6.23,0.7823138154499,6600,3,2,1
"102",6230000,1463270.75229358,0.468421052631579,6.23,0.7823138154499,5500,3,1,0
"103",6195000,1428270.75229358,0.465789473684211,6.195,0.763601636929398,5500,3,2,0
"104",6195000,1428270.75229358,0.465789473684211,6.195,0.763601636929398,6350,3,2,0
"105",6195000,1428270.75229358,0.465789473684211,6.195,0.763601636929398,5500,3,2,1
"106",6160000,1393270.75229358,0.463157894736842,6.16,0.744889458408896,4500,3,1,0
"107",6160000,1393270.75229358,0.463157894736842,6.16,0.744889458408896,5450,4,2,1
"108",6125000,1358270.75229358,0.460526315789474,6.125,0.726177279888394,6420,3,1,1
"109",6107500,1340770.75229358,0.459210526315789,6.1075,0.716821190628143,3240,4,1,0
"110",6090000,1323270.75229358,0.457894736842105,6.09,0.707465101367892,6615,4,2,0
"111",6090000,1323270.75229358,0.457894736842105,6.09,0.707465101367892,6600,3,1,1
"112",6090000,1323270.75229358,0.457894736842105,6.09,0.707465101367892,8372,3,1,0
"113",6083000,1316270.75229358,0.457368421052632,6.083,0.703722665663792,4300,6,2,0
"114",6083000,1316270.75229358,0.457368421052632,6.083,0.703722665663792,9620,3,1,1
"115",6020000,1253270.75229358,0.452631578947368,6.02,0.670040744326889,6800,2,1,1
"116",6020000,1253270.75229358,0.452631578947368,6.02,0.670040744326889,8000,3,1,1
"117",6020000,1253270.75229358,0.452631578947368,6.02,0.670040744326889,6900,3,2,1
"118",5950000,1183270.75229358,0.447368421052632,5.95,0.632616387285885,3700,4,1,0
"119",5950000,1183270.75229358,0.447368421052632,5.95,0.632616387285885,6420,3,1,1
"120",5950000,1183270.75229358,0.447368421052632,5.95,0.632616387285885,7020,3,1,1
"121",5950000,1183270.75229358,0.447368421052632,5.95,0.632616387285885,6540,3,1,1
"122",5950000,1183270.75229358,0.447368421052632,5.95,0.632616387285885,7231,3,1,1
"123",5950000,1183270.75229358,0.447368421052632,5.95,0.632616387285885,6254,4,2,1
"124",5950000,1183270.75229358,0.447368421052632,5.95,0.632616387285885,7320,4,2,0
"125",5950000,1183270.75229358,0.447368421052632,5.95,0.632616387285885,6525,3,2,0
"126",5943000,1176270.75229358,0.446842105263158,5.943,0.628873951581784,15600,3,1,0
"127",5880000,1113270.75229358,0.442105263157895,5.88,0.595192030244881,7160,3,1,1
"128",5880000,1113270.75229358,0.442105263157895,5.88,0.595192030244881,6500,3,2,0
"129",5873000,1106270.75229358,0.441578947368421,5.873,0.591449594540781,5500,3,1,0
"130",5873000,1106270.75229358,0.441578947368421,5.873,0.591449594540781,11460,3,1,0
"131",5866000,1099270.75229358,0.441052631578947,5.866,0.58770715883668,4800,3,1,1
"132",5810000,1043270.75229358,0.436842105263158,5.81,0.557767673203877,5828,4,1,0
"133",5810000,1043270.75229358,0.436842105263158,5.81,0.557767673203877,5200,3,1,0
"134",5810000,1043270.75229358,0.436842105263158,5.81,0.557767673203877,4800,3,1,0
"135",5803000,1036270.75229358,0.436315789473684,5.803,0.554025237499777,7000,3,1,1
"136",5775000,1008270.75229358,0.434210526315789,5.775,0.539055494683376,6000,3,2,0
"137",5740000,973270.752293578,0.431578947368421,5.74,0.520343316162874,5400,4,2,0
"138",5740000,973270.752293578,0.431578947368421,5.74,0.520343316162874,4640,4,1,0
"139",5740000,973270.752293578,0.431578947368421,5.74,0.520343316162874,5000,3,1,0
"140",5740000,973270.752293578,0.431578947368421,5.74,0.520343316162874,6360,3,1,1
"141",5740000,973270.752293578,0.431578947368421,5.74,0.520343316162874,5800,3,2,0
"142",5652500,885770.752293578,0.425,5.6525,0.473562869861619,6660,4,2,1
"143",5600000,833270.752293578,0.421052631578947,5.6,0.445494602080866,10500,4,2,0
"144",5600000,833270.752293578,0.421052631578947,5.6,0.445494602080866,4800,5,2,1
"145",5600000,833270.752293578,0.421052631578947,5.6,0.445494602080866,4700,4,1,1
"146",5600000,833270.752293578,0.421052631578947,5.6,0.445494602080866,5000,3,1,0
"147",5600000,833270.752293578,0.421052631578947,5.6,0.445494602080866,10500,2,1,0
"148",5600000,833270.752293578,0.421052631578947,5.6,0.445494602080866,5500,3,2,0
"149",5600000,833270.752293578,0.421052631578947,5.6,0.445494602080866,6360,3,1,0
"150",5600000,833270.752293578,0.421052631578947,5.6,0.445494602080866,6600,4,2,1
"151",5600000,833270.752293578,0.421052631578947,5.6,0.445494602080866,5136,3,1,1
"152",5565000,798270.752293578,0.418421052631579,5.565,0.426782423560364,4400,4,1,0
"153",5565000,798270.752293578,0.418421052631579,5.565,0.426782423560364,5400,5,1,1
"154",5530000,763270.752293578,0.415789473684211,5.53,0.408070245039863,3300,3,3,1
"155",5530000,763270.752293578,0.415789473684211,5.53,0.408070245039863,3650,3,2,0
"156",5530000,763270.752293578,0.415789473684211,5.53,0.408070245039863,6100,3,2,1
"157",5523000,756270.752293578,0.415263157894737,5.523,0.404327809335762,6900,3,1,1
"158",5495000,728270.752293578,0.413157894736842,5.495,0.389358066519361,2817,4,2,1
"159",5495000,728270.752293578,0.413157894736842,5.495,0.389358066519361,7980,3,1,0
"160",5460000,693270.752293578,0.410526315789474,5.46,0.370645887998859,3150,3,2,1
"161",5460000,693270.752293578,0.410526315789474,5.46,0.370645887998859,6210,4,1,0
"162",5460000,693270.752293578,0.410526315789474,5.46,0.370645887998859,6100,3,1,0
"163",5460000,693270.752293578,0.410526315789474,5.46,0.370645887998859,6600,4,2,1
"164",5425000,658270.752293578,0.407894736842105,5.425,0.351933709478357,6825,3,1,1
"165",5390000,623270.752293578,0.405263157894737,5.39,0.333221530957855,6710,3,2,1
"166",5383000,616270.752293578,0.404736842105263,5.383,0.329479095253755,6450,3,2,1
"167",5320000,553270.752293578,0.4,5.32,0.295797173916851,7800,3,1,1
"168",5285000,518270.752293578,0.397368421052632,5.285,0.27708499539635,4600,2,2,0
"169",5250000,483270.752293578,0.394736842105263,5.25,0.258372816875848,4260,4,1,1
"170",5250000,483270.752293578,0.394736842105263,5.25,0.258372816875848,6540,4,2,0
"171",5250000,483270.752293578,0.394736842105263,5.25,0.258372816875848,5500,3,2,1
"172",5250000,483270.752293578,0.394736842105263,5.25,0.258372816875848,10269,3,1,0
"173",5250000,483270.752293578,0.394736842105263,5.25,0.258372816875848,8400,3,1,1
"174",5250000,483270.752293578,0.394736842105263,5.25,0.258372816875848,5300,4,2,0
"175",5250000,483270.752293578,0.394736842105263,5.25,0.258372816875848,3800,3,1,1
"176",5250000,483270.752293578,0.394736842105263,5.25,0.258372816875848,9800,4,2,0
"177",5250000,483270.752293578,0.394736842105263,5.25,0.258372816875848,8520,3,1,0
"178",5243000,476270.752293578,0.394210526315789,5.243,0.254630381171747,6050,3,1,1
"179",5229000,462270.752293578,0.393157894736842,5.229,0.247145509763547,7085,3,1,1
"180",5215000,448270.752293578,0.392105263157895,5.215,0.239660638355346,3180,3,2,0
"181",5215000,448270.752293578,0.392105263157895,5.215,0.239660638355346,4500,4,2,1
"182",5215000,448270.752293578,0.392105263157895,5.215,0.239660638355346,7200,3,1,1
"183",5145000,378270.752293578,0.386842105263158,5.145,0.202236281314342,3410,3,1,0
"184",5145000,378270.752293578,0.386842105263158,5.145,0.202236281314342,7980,3,1,0
"185",5110000,343270.752293578,0.384210526315789,5.11,0.18352410279384,3000,3,2,1
"186",5110000,343270.752293578,0.384210526315789,5.11,0.18352410279384,3000,3,1,1
"187",5110000,343270.752293578,0.384210526315789,5.11,0.18352410279384,11410,2,1,0
"188",5110000,343270.752293578,0.384210526315789,5.11,0.18352410279384,6100,3,1,1
"189",5075000,308270.752293578,0.381578947368421,5.075,0.164811924273338,5720,2,1,0
"190",5040000,273270.752293578,0.378947368421053,5.04,0.146099745752837,3540,2,1,1
"191",5040000,273270.752293578,0.378947368421053,5.04,0.146099745752837,7600,4,1,0
"192",5040000,273270.752293578,0.378947368421053,5.04,0.146099745752837,10700,3,1,1
"193",5040000,273270.752293578,0.378947368421053,5.04,0.146099745752837,6600,3,1,1
"194",5033000,266270.752293578,0.378421052631579,5.033,0.142357310048736,4800,2,1,1
"195",5005000,238270.752293578,0.376315789473684,5.005,0.127387567232335,8150,3,2,1
"196",4970000,203270.752293578,0.373684210526316,4.97,0.108675388711833,4410,4,3,1
"197",4970000,203270.752293578,0.373684210526316,4.97,0.108675388711833,7686,3,1,1
"198",4956000,189270.752293578,0.372631578947368,4.956,0.101190517303632,2800,3,2,1
"199",4935000,168270.752293578,0.371052631578947,4.935,0.089963210191331,5948,3,1,0
"200",4907000,140270.752293578,0.368947368421053,4.907,0.0749934673749295,4200,3,1,0
"201",4900000,133270.752293578,0.368421052631579,4.9,0.0712510316708291,4520,3,1,1
"202",4900000,133270.752293578,0.368421052631579,4.9,0.0712510316708291,4095,3,1,1
"203",4900000,133270.752293578,0.368421052631579,4.9,0.0712510316708291,4120,2,1,1
"204",4900000,133270.752293578,0.368421052631579,4.9,0.0712510316708291,5400,4,1,0
"205",4900000,133270.752293578,0.368421052631579,4.9,0.0712510316708291,4770,3,1,1
"206",4900000,133270.752293578,0.368421052631579,4.9,0.0712510316708291,6300,3,1,0
"207",4900000,133270.752293578,0.368421052631579,4.9,0.0712510316708291,5800,2,1,1
"208",4900000,133270.752293578,0.368421052631579,4.9,0.0712510316708291,3000,3,1,1
"209",4900000,133270.752293578,0.368421052631579,4.9,0.0712510316708291,2970,3,1,0
"210",4900000,133270.752293578,0.368421052631579,4.9,0.0712510316708291,6720,3,1,0
"211",4900000,133270.752293578,0.368421052631579,4.9,0.0712510316708291,4646,3,1,1
"212",4900000,133270.752293578,0.368421052631579,4.9,0.0712510316708291,12900,3,1,0
"213",4893000,126270.752293578,0.367894736842105,4.893,0.0675085959667288,3420,4,2,1
"214",4893000,126270.752293578,0.367894736842105,4.893,0.0675085959667288,4995,4,2,1
"215",4865000,98270.7522935783,0.365789473684211,4.865,0.0525388531503273,4350,2,1,1
"216",4830000,63270.7522935783,0.363157894736842,4.83,0.0338266746298254,4160,3,1,0
"217",4830000,63270.7522935783,0.363157894736842,4.83,0.0338266746298254,6040,3,1,0
"218",4830000,63270.7522935783,0.363157894736842,4.83,0.0338266746298254,6862,3,1,0
"219",4830000,63270.7522935783,0.363157894736842,4.83,0.0338266746298254,4815,2,1,0
"220",4795000,28270.7522935783,0.360526315789474,4.795,0.0151144961093236,7000,3,1,1
"221",4795000,28270.7522935783,0.360526315789474,4.795,0.0151144961093236,8100,4,1,1
"222",4767000,270.752293578349,0.358421052631579,4.767,0.000144753292922097,3420,4,2,0
"223",4760000,-6729.24770642165,0.357894736842105,4.76,-0.00359768241117827,9166,2,1,1
"224",4760000,-6729.24770642165,0.357894736842105,4.76,-0.00359768241117827,6321,3,1,1
"225",4760000,-6729.24770642165,0.357894736842105,4.76,-0.00359768241117827,10240,2,1,0
"226",4753000,-13729.2477064217,0.357368421052632,4.753,-0.00734011811527864,6440,2,1,0
"227",4690000,-76729.2477064217,0.352631578947368,4.69,-0.041022039452182,5170,3,1,0
"228",4690000,-76729.2477064217,0.352631578947368,4.69,-0.041022039452182,6000,2,1,1
"229",4690000,-76729.2477064217,0.352631578947368,4.69,-0.041022039452182,3630,3,1,0
"230",4690000,-76729.2477064217,0.352631578947368,4.69,-0.041022039452182,9667,4,2,1
"231",4690000,-76729.2477064217,0.352631578947368,4.69,-0.041022039452182,5400,2,1,0
"232",4690000,-76729.2477064217,0.352631578947368,4.69,-0.041022039452182,4320,3,1,0
"233",4655000,-111729.247706422,0.35,4.655,-0.0597342179726838,3745,3,1,1
"234",4620000,-146729.247706422,0.347368421052632,4.62,-0.0784463964931857,4160,3,1,1
"235",4620000,-146729.247706422,0.347368421052632,4.62,-0.0784463964931857,3880,3,2,1
"236",4620000,-146729.247706422,0.347368421052632,4.62,-0.0784463964931857,5680,3,1,0
"237",4620000,-146729.247706422,0.347368421052632,4.62,-0.0784463964931857,2870,2,1,1
"238",4620000,-146729.247706422,0.347368421052632,4.62,-0.0784463964931857,5010,3,1,1
"239",4613000,-153729.247706422,0.346842105263158,4.613,-0.0821888321972861,4510,4,2,1
"240",4585000,-181729.247706422,0.344736842105263,4.585,-0.0971585750136875,4000,3,1,0
"241",4585000,-181729.247706422,0.344736842105263,4.585,-0.0971585750136875,3840,3,1,0
"242",4550000,-216729.247706422,0.342105263157895,4.55,-0.115870753534189,3760,3,1,0
"243",4550000,-216729.247706422,0.342105263157895,4.55,-0.115870753534189,3640,3,1,0
"244",4550000,-216729.247706422,0.342105263157895,4.55,-0.115870753534189,2550,3,1,1
"245",4550000,-216729.247706422,0.342105263157895,4.55,-0.115870753534189,5320,3,1,1
"246",4550000,-216729.247706422,0.342105263157895,4.55,-0.115870753534189,5360,3,1,0
"247",4550000,-216729.247706422,0.342105263157895,4.55,-0.115870753534189,3520,3,1,0
"248",4550000,-216729.247706422,0.342105263157895,4.55,-0.115870753534189,8400,4,1,0
"249",4543000,-223729.247706422,0.341578947368421,4.543,-0.11961318923829,4100,2,2,1
"250",4543000,-223729.247706422,0.341578947368421,4.543,-0.11961318923829,4990,4,2,1
"251",4515000,-251729.247706422,0.339473684210526,4.515,-0.134582932054691,3510,3,1,0
"252",4515000,-251729.247706422,0.339473684210526,4.515,-0.134582932054691,3450,3,1,1
"253",4515000,-251729.247706422,0.339473684210526,4.515,-0.134582932054691,9860,3,1,0
"254",4515000,-251729.247706422,0.339473684210526,4.515,-0.134582932054691,3520,2,1,0
"255",4480000,-286729.247706422,0.336842105263158,4.48,-0.153295110575193,4510,4,1,0
"256",4480000,-286729.247706422,0.336842105263158,4.48,-0.153295110575193,5885,2,1,0
"257",4480000,-286729.247706422,0.336842105263158,4.48,-0.153295110575193,4000,3,1,0
"258",4480000,-286729.247706422,0.336842105263158,4.48,-0.153295110575193,8250,3,1,0
"259",4480000,-286729.247706422,0.336842105263158,4.48,-0.153295110575193,4040,3,1,0
"260",4473000,-293729.247706422,0.336315789473684,4.473,-0.157037546279293,6360,2,1,1
"261",4473000,-293729.247706422,0.336315789473684,4.473,-0.157037546279293,3162,3,1,0
"262",4473000,-293729.247706422,0.336315789473684,4.473,-0.157037546279293,3510,3,1,0
"263",4445000,-321729.247706422,0.334210526315789,4.445,-0.172007289095695,3750,2,1,1
"264",4410000,-356729.247706422,0.331578947368421,4.41,-0.190719467616197,3968,3,1,0
"265",4410000,-356729.247706422,0.331578947368421,4.41,-0.190719467616197,4900,2,1,1
"266",4403000,-363729.247706422,0.331052631578947,4.403,-0.194461903320297,2880,3,1,0
"267",4403000,-363729.247706422,0.331052631578947,4.403,-0.194461903320297,4880,3,1,0
"268",4403000,-363729.247706422,0.331052631578947,4.403,-0.194461903320297,4920,3,1,0
"269",4382000,-384729.247706422,0.329473684210526,4.382,-0.205689210432598,4950,4,1,0
"270",4375000,-391729.247706422,0.328947368421053,4.375,-0.209431646136699,3900,3,1,0
"271",4340000,-426729.247706422,0.326315789473684,4.34,-0.228143824657201,4500,3,2,0
"272",4340000,-426729.247706422,0.326315789473684,4.34,-0.228143824657201,1905,5,1,1
"273",4340000,-426729.247706422,0.326315789473684,4.34,-0.228143824657201,4075,3,1,1
"274",4340000,-426729.247706422,0.326315789473684,4.34,-0.228143824657201,3500,4,1,0
"275",4340000,-426729.247706422,0.326315789473684,4.34,-0.228143824657201,6450,4,1,0
"276",4319000,-447729.247706422,0.324736842105263,4.319,-0.239371131769502,4032,2,1,1
"277",4305000,-461729.247706422,0.323684210526316,4.305,-0.246856003177702,4400,2,1,0
"278",4305000,-461729.247706422,0.323684210526316,4.305,-0.246856003177702,10360,2,1,0
"279",4277000,-489729.247706422,0.321578947368421,4.277,-0.261825745994104,3400,3,1,1
"280",4270000,-496729.247706422,0.321052631578947,4.27,-0.265568181698204,6360,2,1,0
"281",4270000,-496729.247706422,0.321052631578947,4.27,-0.265568181698204,6360,2,1,0
"282",4270000,-496729.247706422,0.321052631578947,4.27,-0.265568181698204,4500,2,1,0
"283",4270000,-496729.247706422,0.321052631578947,4.27,-0.265568181698204,2175,3,1,1
"284",4270000,-496729.247706422,0.321052631578947,4.27,-0.265568181698204,4360,4,1,0
"285",4270000,-496729.247706422,0.321052631578947,4.27,-0.265568181698204,7770,2,1,0
"286",4235000,-531729.247706422,0.318421052631579,4.235,-0.284280360218706,6650,3,1,0
"287",4235000,-531729.247706422,0.318421052631579,4.235,-0.284280360218706,2787,3,1,1
"288",4200000,-566729.247706422,0.315789473684211,4.2,-0.302992538739208,5500,3,1,0
"289",4200000,-566729.247706422,0.315789473684211,4.2,-0.302992538739208,5040,3,1,1
"290",4200000,-566729.247706422,0.315789473684211,4.2,-0.302992538739208,5850,2,1,1
"291",4200000,-566729.247706422,0.315789473684211,4.2,-0.302992538739208,2610,4,3,0
"292",4200000,-566729.247706422,0.315789473684211,4.2,-0.302992538739208,2953,3,1,1
"293",4200000,-566729.247706422,0.315789473684211,4.2,-0.302992538739208,2747,4,2,0
"294",4200000,-566729.247706422,0.315789473684211,4.2,-0.302992538739208,4410,2,1,0
"295",4200000,-566729.247706422,0.315789473684211,4.2,-0.302992538739208,4000,4,2,0
"296",4200000,-566729.247706422,0.315789473684211,4.2,-0.302992538739208,2325,3,1,0
"297",4200000,-566729.247706422,0.315789473684211,4.2,-0.302992538739208,4600,3,2,0
"298",4200000,-566729.247706422,0.315789473684211,4.2,-0.302992538739208,3640,3,2,1
"299",4200000,-566729.247706422,0.315789473684211,4.2,-0.302992538739208,5800,3,1,0
"300",4200000,-566729.247706422,0.315789473684211,4.2,-0.302992538739208,7000,3,1,0
"301",4200000,-566729.247706422,0.315789473684211,4.2,-0.302992538739208,4079,3,1,0
"302",4200000,-566729.247706422,0.315789473684211,4.2,-0.302992538739208,3520,3,1,0
"303",4200000,-566729.247706422,0.315789473684211,4.2,-0.302992538739208,2145,3,1,0
"304",4200000,-566729.247706422,0.315789473684211,4.2,-0.302992538739208,4500,3,1,1
"305",4193000,-573729.247706422,0.315263157894737,4.193,-0.306734974443308,8250,3,1,1
"306",4193000,-573729.247706422,0.315263157894737,4.193,-0.306734974443308,3450,3,1,0
"307",4165000,-601729.247706422,0.313157894736842,4.165,-0.32170471725971,4840,3,1,0
"308",4165000,-601729.247706422,0.313157894736842,4.165,-0.32170471725971,4080,3,1,0
"309",4165000,-601729.247706422,0.313157894736842,4.165,-0.32170471725971,4046,3,1,1
"310",4130000,-636729.247706422,0.310526315789474,4.13,-0.340416895780212,4632,4,1,0
"311",4130000,-636729.247706422,0.310526315789474,4.13,-0.340416895780212,5985,3,1,1
"312",4123000,-643729.247706422,0.31,4.123,-0.344159331484312,6060,2,1,1
"313",4098500,-668229.247706422,0.308157894736842,4.0985,-0.357257856448663,3600,3,1,1
"314",4095000,-671729.247706422,0.307894736842105,4.095,-0.359129074300714,3680,3,2,0
"315",4095000,-671729.247706422,0.307894736842105,4.095,-0.359129074300714,4040,2,1,0
"316",4095000,-671729.247706422,0.307894736842105,4.095,-0.359129074300714,5600,2,1,0
